file_path,whisper_text,pathumma_text,speaker
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0010.wav,ได้นอน คือเวลาได้นอนส่วนใหญ่จะเป็นบนเครื่อง,ได้นอนอืมคือเวลาได้นอนส่วนใหญ่เนี้ยจะเป็นบนเครื่อง,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0011.wav,ก็ไม่รู้เหมือนกันว่าตัวเองไฟล์มาได้ยังไง แต่ว่ามันเป็นความรู้สึกที่,ก็ไม่รู้เหมือนกันว่าตัวเองไฟล์มาได้ยังไงแต่ว่ามันเป็นความรู้สึกที่,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0012.wav,ใช้ 1 ปีได้คุ้ม,ใช้หนึ่งปีได้คุ้ม,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0013.wav,มากๆ,มาก,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0014.wav,ได้รองอะไรที่ไม่เคยทำ ได้แสดงเป็นครั้งแรก,ได้รองอะไรที่ไม่เคยได้ไม่เคยทำได้แสดงเป็นครั้งแรกเออ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0015.wav,เราก็ได้,แล้วก็ได้เอ่อ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0016.wav,ออเดอร์ทุกครั้งมันเป็นอะไรที่,ออเดอร์ทุกครั้งอะค่ะมันเป็นอะไรที่,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0017.wav,คือหนูเป็นคนชอบดีเซิร์ตอยู่แล้วแล้วพอเรากินอาหารมื้อนึงเนี่ยมันจะต้องจบที่ดีเซิร์ตตลอด,คือหนูเป็นคนชอบดีเสิร์ตอยู่แล้วแล้วพอเรากินอาหารมื้อหนึ่งเนี่ยมันจะต้องจบที่ดีเสิร์ตตลอดอืม,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0018.wav,เราต้องเป็นข้าวเหนียวหมะมวง มันถึงจะทำให้รู้สึกว่ามัน complete แล้ว New นี้,เราต้องเป็นข้าวเหนียวมะม่วงมันถึงจะทำให้รู้สึกว่ามันคอมพลีตแล้วมิวนีอ่ะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0019.wav,ขนมไทย หนูไม่รู้ว่าเขาเรียกว่าขนมอะไรค่ะที่มันเป็นแบบสีเขียวๆแล้วเป็นเหมือนใบบัว,ขนมไทยหนูไม่รู้ว่าเขาเรียกว่าขนมอะไรค่ะที่มันเป็นแบบสีเขียวเขียวแล้วเป็นเหมือนใบใบบัวอืม,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0020.wav,คือคุณตาชอบขนมอันนี้มาก,คือคุณตาชอบขนมอันนี้มาก,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0021.wav,แล้วทุกๆครั้งที่ก่อนที่จะแวะไปบ้านคุณตาก็จะแวะตลาดแล้วก็จะซื้อ,แล้วทุกครั้งที่ก่อนที่จะแวะไปบ้านคุณตาก็จะแวะตลาดแล้วก็จะซื้อ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0022.wav,ขนมอันเนี้ย เออ ไปให้คุณตา เออ ทานแล้วหนูก็จะแบบ หนูก็จะชอบแบบ,ขนมอันเนี้ยเออไปให้คุณตาเออทานแล้วหนูก็จะแบบหนูก็จะชอบแบบ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0023.wav,แอบกินหนูก็ชอบลองอะไรอย่างนี้ แล้วมันเป็นอะไรที่แบบ,แอบกินหนูก็ชอบลองอะไรอย่างเงี้แล้วมันเป็นอะไรที่แบบ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0024.wav,มันอร่อยแล้วมันหายาก,มันอร่อยแล้วมันหายาก,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0025.wav,หนูจริงๆหนูชอบเป็น ชอบทานของเยอะ แต่ทานแบบเล็กๆน้อยๆ,หนูจริงหนูชอบเป็นชอบทานของเยอะแต่ทานแบบเล็กเล็กน้อยน้อยอืม,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0026.wav,เพราะหนูเป็นคนอิ่มเร็ว,เพราะหนูเป็นคนอิ่มเร็ว,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0027.wav,段冲博十,ตอนช่วงแบบ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0028.wav,17-18 ช่วงที่กำลังเป็น trainee แล้วแบบว่า,สิบเจ็ดสิบแปดช่วงที่กำลังเป็นเป็นเทรนนีแล้วแบบว่า,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0029.wav,เป็นช่วงนั้นแบบ เป็นช่วงแบบกำลังยืด,ช่วงนั้นแบบเป็นช่วงแบบกำลังยืด,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0030.wav, Kalo ini aku mengapa ingat.,โดยกินเยอะกว่าปกติ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0031.wav,แบบว่าเคยกินไก่ 1 ตัวครึ่งคนเดียว,อืมแบบว่าเคยกินไก่หนึ่งตัวครึ่งอืมคนเดียว,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0032.wav,นอนช้อปปิ้ง,นอน ช้อปปิ้ง,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0033.wav,อยู่กับแมว,อยู่กับแมว,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0034.wav,แต่แมวมันช่วยได้จริงๆนะคะ,แต่แมวมันช่วยได้จริงนะคะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0035.wav,มันช่วยฮิวในแบบที่แบบเราแทบจะไม่รู้ตัวเลยด้วยซ้ำว่า,มันช่วยฮิวในแบบที่แบบเราแทบจะไม่รู้ตัวเลยด้วยซ้ำว่า,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0036.wav,他会帮助我们,เขาช่วยเราอยู่,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0037.wav,ให้เราอารมณ์ดีขึ้น,ให้เรา อารมณ์ ดีขึ้น,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0038.wav,มันแปลกมากเลย มันเป็นความสัมพันธ์ที่แบบ,มันแปลกมากเลยมันเป็นความสัมพันธ์ที่แบบ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0039.wav,มันแปลกอะ,มันแปลกอะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0040.wav,เขาไม่ได้ทำอะไรมากเลยค่ะเขาไม่ได้มาอ้อนหรือเขาไม่ได้มาเงี้ยวๆใส่เราแล้วเรารู้สึกแบบ อ๋อคือแค่เขาอยู่ข้างๆ,เขาไม่ได้ทำอะไรมากเลยค่ะเขาไม่ได้มาอ้อนหรือเขาไม่ได้มาเงี้ยวใส่แล้วแล้วเรารู้สึกแบบอ๋อคือแค่เขาอยู่ข้างข้างอ่ะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0041.wav, How can I exist don't remember.,เขาแค่เอ็กซิสต์ตรงนั้น,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0042.wav,มันก็ทำให้เรารู้สึกว่าแบบ,มันก็ทำให้เรารู้สึกว่าแบบ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0043.wav, Okay.,โอเค,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0044.wav, I'm good.,อำเภอ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0045.wav,ก็ไม่ค่อยบ่อยค่ะ แต่ดูรูป,ก็ไม่ค่อยบ่อยค่ะจะดูรูป,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0046.wav,แบบให้แม่บ้านส่งรูปน้องมาให้ดูอะไรอย่างเงี้ยแค่เปิดดูแค่เห็นหน้าเค้าว่า,แบบให้ให้ให้แม่บ้านส่งรูปน้องมาให้ดูอะไรอย่างเงี้ยอืมแค่เปิดดูแค่เห็นหน้าเขาว่า,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0047.wav,เขายังมีความสุขจนกิน,เขายังมีความสุขยังกิน,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0048.wav, Skin...,กิน,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0049.wav,แล้วก็นอนดีก็ แค่นั้นก็ แค่เห็นก็มีความสุข,แล้วก็นอนดีก็ก็แค่นั้นก็ก็แค่เห็นก็มีความสุขใช่,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0050.wav,แล้วเวลาพูดหรือเขาบอกว่าฉันแค่เรียกแม่งเขาลีโอ มอมมี่ มอมมี่,แล้วเวลาพูดกับเขาบอกว่าแล้วตัวไหนนะที่ไม่หันมาเลยอ่ะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0051.wav,ไม่หันมาเลยน่าจะเป็นI think it's LilyLily,ไม่หันมาเลยน่าจะเป็นอาจจะลิลลี่ลิลลี่,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0052.wav,Lilyที่มันกลัวว่าเขาจะอยู่ของเขาใช่ เขาจะอยู่ของเขา เขาจะเป็นแบบShe's a princessLike she doesn't care,ลิลลี่ ที่เหมือนกับว่าเขาก็จะอยู่ของเขา ใช่เขาจะอยู่ของเขา เขาจะเป็นแบบ she's a princess like she doesn't care,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0053.wav," Yeah, she's like, ooh.",เยอะแยะเธอแบบ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0054.wav,เอาจริงๆตอนนั้นยอมรับเลยว่า,เอาจริงตอนนั้นยอมรับเลยว่า,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0055.wav,เครียด,เครียดแล้ว,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0056.wav,เหมือนมันมองไม่เห็นอราคต,เหมือนมันมองไม่เห็นอนาคต,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0057.wav, Anak layak.,อันใกล้,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0058.wav,แค่แบบเดือนหน้า,แค่แบบเดือนหน้า,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0059.wav,เราก็ไม่รู้ว่ามันจะเป็นยังไง,เราก็ไม่รู้ว่ามันจะเป็นยังไงว่ามันจะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0060.wav,ออกมาเป็นรูปแบบไหน,ออกมาเป็นรูปแบบไหน,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0061.wav,แล้วก็มันเป็นอะไรที่ Challenge เพราะเราไม่เคยเห็น,แล้วก็มันเป็นอะไรที่แชลเลนซ์เพราะเราไม่เคยเห็น,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0062.wav,รุ่นพี่คนไหนที่ทำ,รุ่นพี่คนไหนที่ทำ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0063.wav,แบบนี้,แบบนี้,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0064.wav,เป็นตัวอย่างเหมือนไม่ค่อยมี อาจจะมีแต่หนูอาจจะไม่ทราบ แล้วก็อาจจะไม่ได้พูดคุยกับเขา,เป็นตัวอย่างอะค่ะเหมือนไม่ค่อยมีอาจจะมีแต่หนูอาจจะไม่ทราบแล้วก็อาจจะไม่ได้พูดคุยกับเขา,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0065.wav,มันเลยกลายเป็นว่าว่า เราไม่มีคนที่,มันเลยกลายเป็นแบบว่าเราไม่มีคนที่,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0066.wav, Zertam.,จะถาม,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0067.wav, Bức xả,ปรึกษา,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0068.wav,มันกลายเป็นเรา,มันกลายเป็นเรา,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0069.wav, La trabilla.,แต่ทำอย่างนี้,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0070.wav,แต่เราไม่มีคนปรึกษา เรามีแค่ทีมเรา,แต่เราไม่มีคนปรึกษาเรามีแค่ทีมเรา,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0071.wav,เราต้องเชื่อแค่ทีมเราแล้วเราก็,เราต้องเชื่อแค่ทีมเราแล้วเราก็,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0072.wav, Luí.,ลุย,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0073.wav, Canon.,แค่นั้น,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0074.wav,แต่มันเป็นอะไรที่แบบ มันไม่มีการันตีว่า,แต่มันเป็นอะไรที่แบบมันไม่มีแกรนตีว่า,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0075.wav,สิ่งที่เรากำลังทำเนี่ย,สิ่งที่เรากำลังทำเนี่ย,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0076.wav,まずは,มันจะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0077.wav,มันจะโอเค มันจะเวิร์คใช่ไหม สรุปแล้ว,มันจะโอเคมันจะเวิร์คใช่ไหมสรุปแล้ว,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0078.wav,หรือมันอาจจะ,หรือมันอาจจะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0079.wav,เราไม่รู้เลยค่ะว่ามันจะเกิดอะไรขึ้น,เราไม่รู้เลยค่ะว่ามันจะเกิดอะไรขึ้น,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0080.wav, Cứ lấy.,ก็เลย,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0081.wav, Keluar.,กลัว,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0082.wav, Kreatif,เครียด,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0083.wav,แล้วมันเป็นช่วงที่,แล้วมันเป็นช่วงที่,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0084.wav,ได้ออดิชัน,ได้ ออดิชั่น,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0085.wav,White Lotus พอดีมันเลยกลายเป็นว่า,ไวท์โลตัสพอดีอืมมันเลยกลายเป็นว่า,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0086.wav,ชีวิตเล่าแบบ,ชีวิตเราแบบ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0087.wav,ไม่รู้อะไรจะเกิดขึ้นในแค่เดือนหน้าเราก็ไม่รู้แต่คิดว่า ลุยสเปิดโอกาส,ไม่รู้ไม่รู้อะไรจะเกิดขึ้นในในในอีกแค่เดือนหน้าเราก็ไม่รู้อ่ะแต่คิดว่าลิสเบิร์ตโอกาส,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0088.wav," Rock star, Shemekha.",ร็อกสตาร์ ใช่ มั้ย คะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0089.wav, um,อืม,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0090.wav,จริงๆจริงๆแล้วไม่ได้เป็น safe zone เลยที่หนูจะบินไป,จริงแล้วไม่ได้เป็นเซฟโซนเลยที่หนูจะบินไป,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0091.wav,ทำเพลงที่ LA,ทำ เพลง ที่ แอลเอ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0092.wav,เพราะว่าปกติหนูจะทำเพลงที่เกาหลี แล้วก็จะทำกับแค่โปรดูเซอร์ที่คุ้นเคยที่คุ้นเคยใช่แล้วพอเราออกไปยืนอยู่ตรงนั้นเขาแทบจะไม่รู้จักเราเลยด้วยซ้ำ,เพราะว่าปกติหนูจะทำเพลงที่เกาหลีแล้วก็จะทำกับแค่โปรดิวเซอร์ที่คุ้นเคยที่คุ้นเคยใช่แล้วพอเราออกไปยืนอยู่ตรงนั้นเขาแทบจะไม่รู้จักเราเลยด้วยซ้ำ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0093.wav,หนูคิดว่านะคะ คือแบบ เขาไม่เคยทำงานกับเรา เราไม่เคยทำงานกับเขาทุกอย่างมันใหม่มาก,หนูคิดว่านะคะแล้วคือแบบคือเขาไม่เคยทำงานกับเราเราไม่เคยทำงานกับเขาทุกอย่างมันใหม่มาก,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0094.wav,มันก็เลยค่อนข้างจะ,มันก็เลยค่อนข้างจะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0095.wav,จะช้า ใช้เวลานิดนึงที่จะ,จะช้าใช้เวลานิดนึงที่จะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0096.wav,ที่จะจูนกันติด,ที่จะจูนกันติด,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0097.wav,เราก็ค่อยๆหาทางว่า โอเค Sound นี้คือ Sound ที่ไออยากทำSound นี้คือ ไม่เอา,แล้วก็ค่อยหาทางว่าโอเคซาวด์นี้คือซาวด์ที่ไออยากทำซาวด์นี้คือไม่เอา,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0098.wav,มันใช้เวลามากๆกว่าจะได้มาเป็นอัลบั้ม,มันใช้เวลามากกว่าจะได้มาเป็นอัลบั้ม,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0099.wav,Alter Eagle,อัลเทอร์อีโก้ ค่ะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0100.wav,บางเพลงคือเขาอาจจะทำมา,บางเพลงคือเขาอาจจะทำมา,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0101.wav,ไกมาบับ,ไกด์มาแบบ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0102.wav,ครึ่งเพลง อืม แล้วเราแบบ เออ โอเค หรือเราอยากปรับ,ครึ่งเพลงอืมแล้วเราแบบเออโอเคหรือเราอยากปรับ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0103.wav,แต่บางเพลงก็คือเราเริ่มตั้งแต่,แต่บางเพลงก็คือเราเริ่มตั้งแต่,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0104.wav, Tất cả lược vị lược,แรกเลยตั้งแต่เลือกปีเลือก,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0105.wav,รายการแล้วแบบว่าแนวไหนอยาก,รายเดอร์แล้วแบบว่าแนวไหนอยาก,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0106.wav,อยากทำแบบไหน แบบไหน อยากให้มันเป็นแบบนี้,อยากทำแบบไหนแบบไหนอยากให้มันเป็นแบบนี้,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0107.wav, Even story.,อีเวนต์ สตอรี่,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0108.wav,เราบอก,เราบอก,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0109.wav,รายเดอร์ไปเลยว่า,รายเดอร์ไปเลยว่า,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0110.wav,เนี่ย อยากทำสตอรี่แบบเนี่ย,เนี่ย อยากทำสตอรี่แบบนี้,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0111.wav,You ช่วย make มันให้มันมีชีวิตขึ้นมาได้ไหม,อยู่ช่วยยูช่วยเมคมันให้ให้มันมีชีวิตขึ้นมาได้ไหมอืม,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0112.wav,มันแล้วแต่เลยค่ะว่า มันจะเริ่มจาก,มันแล้วแต่เลยค่ะว่ามันจะเริ่มจาก,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0113.wav, Vậy đây,อย่างไร,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0114.wav, Yeah.,ยะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0115.wav,มันเป็นอะไรที่ใหม่มาฮะ ใหม่จนแบบ เอ๊ะ,มันเป็นอะไรที่ใหม่มาใหม่จนแบบเอ๊ะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0116.wav,มันเข้ากับเราจริงๆ หรือเปล่านะแต่พอหนูได้ลองอัดอะ,มันเข้ากับเราจริงจริงหรือเปล่านะอืมแต่พอหนูได้ลองอัดอ่ะอืม,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0117.wav, Cô bác oh my god,แบบโอ้มายก็อด,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0118.wav,ได้พบว่าสไตล์นี้เราก็ชอบ,ได้พบว่าแบบสไตล์นี้เราก็ชอบว่ะ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0119.wav,嗯,เรา,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0120.wav,คือมันติดหูมาก,คือมันติดหูมาก,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0121.wav,ใช่หนูนอนคิดถึง Born Again ตลอดเลย,ใช่หนูนอนคิดถึงบอลอังแกนตลอดเลย,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0122.wav,อาบน้ำก็แบบ,อืมอาบน้ำก็แบบ,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0123.wav,If you tryแต่ตลอดเลย,ใช่แบบตลอดเลย,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0124.wav, So good.,โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โห โอ้โหโหโอ้โหโอ้โหโอ้โหโอ้โหโอรโอรโอรโอรโอโอโอโอโอโอโอโอโอโอโอโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโโค,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0125.wav,ไม่คิดว่ามันจะเข้ากันได้,ไม่คิดว่ามันจะเข้ากันได้,Lisa
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0126.wav,ได้ดีขนาดนี้,ได้ดีขนาดเนี้ยอืม,Lisa
