file_path,whisper_text,pathumma_text,speaker,whisper_phonemes,pathumma_phonemes
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0025.wav,หนูจริงๆหนูชอบเป็น ชอบทานของเยอะ แต่ทานแบบเล็กๆน้อยๆ,หนูจริงหนูชอบเป็นชอบทานของเยอะแต่ทานแบบเล็กเล็กน้อยน้อยอืม,Lisa,"[1, 3275, 4, 1007, 4, 4683, 2]","[1, 3276, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0026.wav,เพราะหนูเป็นคนอิ่มเร็ว,เพราะหนูเป็นคนอิ่มเร็ว,Lisa,"[1, 4203, 2]","[1, 4203, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0027.wav,段冲博十,ตอนช่วงแบบ,Lisa,"[1, 2]","[1, 1233, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0028.wav,17-18 ช่วงที่กำลังเป็น trainee แล้วแบบว่า,สิบเจ็ดสิบแปดช่วงที่กำลังเป็นเป็นเทรนนีแล้วแบบว่า,Lisa,"[1, 4, 1059, 4, 66, 62, 40, 55, 49, 4, 5172, 2]","[1, 3153, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0029.wav,เป็นช่วงนั้นแบบ เป็นช่วงแบบกำลังยืด,ช่วงนั้นแบบเป็นช่วงแบบกำลังยืด,Lisa,"[1, 4107, 4, 4108, 2]","[1, 1061, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0030.wav, Kalo ini aku mengapa ingat.,โดยกินเยอะกว่าปกติ,Lisa,"[1, 51, 40, 52, 56, 4, 46, 55, 47, 4, 17, 51, 71, 4, 53, 33, 54, 42, 13, 61, 47, 17, 4, 46, 54, 42, 17, 66, 9, 2]","[1, 5232, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0031.wav,แบบว่าเคยกินไก่ 1 ตัวครึ่งคนเดียว,อืมแบบว่าเคยกินไก่หนึ่งตัวครึ่งอืมคนเดียว,Lisa,"[1, 4883, 4, 4, 1342, 2]","[1, 3718, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0032.wav,นอนช้อปปิ้ง,นอน ช้อปปิ้ง,Lisa,"[1, 1747, 2]","[1, 1749, 4, 1089, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0033.wav,อยู่กับแมว,อยู่กับแมว,Lisa,"[1, 3367, 2]","[1, 3367, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0034.wav,แต่แมวมันช่วยได้จริงๆนะคะ,แต่แมวมันช่วยได้จริงนะคะ,Lisa,"[1, 4810, 2]","[1, 4811, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0035.wav,มันช่วยฮิวในแบบที่แบบเราแทบจะไม่รู้ตัวเลยด้วยซ้ำว่า,มันช่วยฮิวในแบบที่แบบเราแทบจะไม่รู้ตัวเลยด้วยซ้ำว่า,Lisa,"[1, 2476, 2]","[1, 2476, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0036.wav,他会帮助我们,เขาช่วยเราอยู่,Lisa,"[1, 2]","[1, 3837, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0037.wav,ให้เราอารมณ์ดีขึ้น,ให้เรา อารมณ์ ดีขึ้น,Lisa,"[1, 5622, 2]","[1, 5621, 4, 3648, 4, 1171, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0038.wav,มันแปลกมากเลย มันเป็นความสัมพันธ์ที่แบบ,มันแปลกมากเลยมันเป็นความสัมพันธ์ที่แบบ,Lisa,"[1, 2576, 4, 2544, 2]","[1, 2577, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0039.wav,มันแปลกอะ,มันแปลกอะ,Lisa,"[1, 2575, 2]","[1, 2575, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0040.wav,เขาไม่ได้ทำอะไรมากเลยค่ะเขาไม่ได้มาอ้อนหรือเขาไม่ได้มาเงี้ยวๆใส่เราแล้วเรารู้สึกแบบ อ๋อคือแค่เขาอยู่ข้างๆ,เขาไม่ได้ทำอะไรมากเลยค่ะเขาไม่ได้มาอ้อนหรือเขาไม่ได้มาเงี้ยวใส่แล้วแล้วเรารู้สึกแบบอ๋อคือแค่เขาอยู่ข้างข้างอ่ะ,Lisa,"[1, 3911, 4, 3730, 2]","[1, 3910, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0041.wav, How can I exist don't remember.,เขาแค่เอ็กซิสต์ตรงนั้น,Lisa,"[1, 43, 25, 4, 51, 16, 55, 4, 28, 4, 44, 42, 75, 46, 64, 66, 4, 32, 58, 55, 66, 4, 62, 44, 53, 35, 53, 29, 36, 9, 2]","[1, 3888, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0042.wav,มันก็ทำให้เรารู้สึกว่าแบบ,มันก็ทำให้เรารู้สึกว่าแบบ,Lisa,"[1, 2431, 2]","[1, 2431, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0043.wav, Okay.,โอเค,Lisa,"[1, 57, 51, 40, 9, 2]","[1, 5276, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0044.wav, I'm good.,อำเภอ,Lisa,"[1, 28, 53, 4, 42, 68, 32, 9, 2]","[1, 3670, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0045.wav,ก็ไม่ค่อยบ่อยค่ะ แต่ดูรูป,ก็ไม่ค่อยบ่อยค่ะจะดูรูป,Lisa,"[1, 171, 4, 4673, 2]","[1, 172, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0046.wav,แบบให้แม่บ้านส่งรูปน้องมาให้ดูอะไรอย่างเงี้ยแค่เปิดดูแค่เห็นหน้าเค้าว่า,แบบให้ให้ให้แม่บ้านส่งรูปน้องมาให้ดูอะไรอย่างเงี้ยอืมแค่เปิดดูแค่เห็นหน้าเขาว่า,Lisa,"[1, 4898, 2]","[1, 4909, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0047.wav,เขายังมีความสุขจนกิน,เขายังมีความสุขยังกิน,Lisa,"[1, 3865, 2]","[1, 3863, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0048.wav, Skin...,กิน,Lisa,"[1, 64, 51, 46, 55, 8, 2]","[1, 297, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0049.wav,แล้วก็นอนดีก็ แค่นั้นก็ แค่เห็นก็มีความสุข,แล้วก็นอนดีก็ก็แค่นั้นก็ก็แค่เห็นก็มีความสุขใช่,Lisa,"[1, 4971, 4, 4611, 4, 4602, 2]","[1, 5045, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0050.wav,แล้วเวลาพูดหรือเขาบอกว่าฉันแค่เรียกแม่งเขาลีโอ มอมมี่ มอมมี่,แล้วเวลาพูดกับเขาบอกว่าแล้วตัวไหนนะที่ไม่หันมาเลยอ่ะ,Lisa,"[1, 5165, 4, 2404, 4, 2404, 2]","[1, 5167, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0051.wav,ไม่หันมาเลยน่าจะเป็นI think it's LilyLily,ไม่หันมาเลยน่าจะเป็นอาจจะลิลลี่ลิลลี่,Lisa,"[1, 5539, 4, 65, 46, 54, 51, 4, 46, 66, 64, 4, 52, 46, 52, 44, 33, 52, 47, 2]","[1, 5538, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0052.wav,Lilyที่มันกลัวว่าเขาจะอยู่ของเขาใช่ เขาจะอยู่ของเขา เขาจะเป็นแบบShe's a princessLike she doesn't care,ลิลลี่ ที่เหมือนกับว่าเขาก็จะอยู่ของเขา ใช่เขาจะอยู่ของเขา เขาจะเป็นแบบ she's a princess like she doesn't care,Lisa,"[1, 360, 4, 3825, 4, 3828, 4, 17, 4, 61, 62, 46, 55, 64, 17, 64, 52, 47, 4, 63, 49, 4, 32, 19, 75, 17, 55, 66, 4, 51, 35, 62, 2]","[1, 2929, 4, 1687, 4, 5339, 4, 3829, 4, 63, 49, 75, 4, 17, 4, 61, 62, 46, 55, 64, 33, 64, 4, 52, 28, 51, 4, 63, 49, 4, 32, 19, 75, 17, 55, 66, 4, 51, 35, 62, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0053.wav," Yeah, she's like, ooh.",เยอะแยะเธอแบบ,Lisa,"[1, 74, 16, 6, 4, 63, 49, 75, 4, 52, 28, 51, 6, 4, 71, 9, 2]","[1, 4285, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0054.wav,เอาจริงๆตอนนั้นยอมรับเลยว่า,เอาจริงตอนนั้นยอมรับเลยว่า,Lisa,"[1, 4545, 2]","[1, 4541, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0055.wav,เครียด,เครียดแล้ว,Lisa,"[1, 3946, 2]","[1, 3945, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0056.wav,เหมือนมันมองไม่เห็นอราคต,เหมือนมันมองไม่เห็นอนาคต,Lisa,"[1, 4509, 2]","[1, 4513, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0057.wav, Anak layak.,อันใกล้,Lisa,"[1, 16, 55, 17, 51, 4, 52, 40, 17, 51, 9, 2]","[1, 3633, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0058.wav,แค่แบบเดือนหน้า,แค่แบบเดือนหน้า,Lisa,"[1, 4616, 2]","[1, 4616, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0059.wav,เราก็ไม่รู้ว่ามันจะเป็นยังไง,เราก็ไม่รู้ว่ามันจะเป็นยังไงว่ามันจะ,Lisa,"[1, 4305, 2]","[1, 4304, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0060.wav,ออกมาเป็นรูปแบบไหน,ออกมาเป็นรูปแบบไหน,Lisa,"[1, 3500, 2]","[1, 3500, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0061.wav,แล้วก็มันเป็นอะไรที่ Challenge เพราะเราไม่เคยเห็น,แล้วก็มันเป็นอะไรที่แชลเลนซ์เพราะเราไม่เคยเห็น,Lisa,"[1, 5000, 4, 30, 16, 52, 17, 55, 50, 4, 4250, 2]","[1, 5029, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0062.wav,รุ่นพี่คนไหนที่ทำ,รุ่นพี่คนไหนที่ทำ,Lisa,"[1, 2851, 2]","[1, 2851, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0063.wav,แบบนี้,แบบนี้,Lisa,"[1, 4865, 2]","[1, 4865, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0064.wav,เป็นตัวอย่างเหมือนไม่ค่อยมี อาจจะมีแต่หนูอาจจะไม่ทราบ แล้วก็อาจจะไม่ได้พูดคุยกับเขา,เป็นตัวอย่างอะค่ะเหมือนไม่ค่อยมีอาจจะมีแต่หนูอาจจะไม่ทราบแล้วก็อาจจะไม่ได้พูดคุยกับเขา,Lisa,"[1, 4114, 4, 3663, 4, 5012, 2]","[1, 4115, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0065.wav,มันเลยกลายเป็นว่าว่า เราไม่มีคนที่,มันเลยกลายเป็นแบบว่าเราไม่มีคนที่,Lisa,"[1, 2561, 4, 4380, 2]","[1, 2562, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0066.wav, Zertam.,จะถาม,Lisa,"[1, 75, 37, 66, 17, 53, 9, 2]","[1, 860, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0067.wav, Bức xả,ปรึกษา,Lisa,"[1, 29, 19, 51, 4, 75, 13, 2]","[1, 1965, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0068.wav,มันกลายเป็นเรา,มันกลายเป็นเรา,Lisa,"[1, 2416, 2]","[1, 2416, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0069.wav, La trabilla.,แต่ทำอย่างนี้,Lisa,"[1, 52, 13, 4, 66, 62, 17, 29, 46, 52, 17, 9, 2]","[1, 4684, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0070.wav,แต่เราไม่มีคนปรึกษา เรามีแค่ทีมเรา,แต่เราไม่มีคนปรึกษาเรามีแค่ทีมเรา,Lisa,"[1, 4803, 4, 4314, 2]","[1, 4806, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0071.wav,เราต้องเชื่อแค่ทีมเราแล้วเราก็,เราต้องเชื่อแค่ทีมเราแล้วเราก็,Lisa,"[1, 4320, 2]","[1, 4320, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0072.wav, Luí.,ลุย,Lisa,"[1, 52, 71, 44, 9, 2]","[1, 2950, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0073.wav, Canon.,แค่นั้น,Lisa,"[1, 51, 16, 55, 17, 55, 9, 2]","[1, 4604, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0074.wav,แต่มันเป็นอะไรที่แบบ มันไม่มีการันตีว่า,แต่มันเป็นอะไรที่แบบมันไม่มีแกรนตีว่า,Lisa,"[1, 4720, 4, 2590, 2]","[1, 4719, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0075.wav,สิ่งที่เรากำลังทำเนี่ย,สิ่งที่เรากำลังทำเนี่ย,Lisa,"[1, 3173, 2]","[1, 3173, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0076.wav,まずは,มันจะ,Lisa,"[1, 2]","[1, 2472, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0077.wav,มันจะโอเค มันจะเวิร์คใช่ไหม สรุปแล้ว,มันจะโอเคมันจะเวิร์คใช่ไหมสรุปแล้ว,Lisa,"[1, 2470, 4, 2460, 4, 3074, 2]","[1, 2468, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0078.wav,หรือมันอาจจะ,หรือมันอาจจะ,Lisa,"[1, 3426, 2]","[1, 3426, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0079.wav,เราไม่รู้เลยค่ะว่ามันจะเกิดอะไรขึ้น,เราไม่รู้เลยค่ะว่ามันจะเกิดอะไรขึ้น,Lisa,"[1, 4383, 2]","[1, 4383, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0080.wav, Cứ lấy.,ก็เลย,Lisa,"[1, 51, 71, 4, 52, 40, 9, 2]","[1, 158, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0081.wav, Keluar.,กลัว,Lisa,"[1, 51, 35, 52, 74, 17, 62, 9, 2]","[1, 91, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0082.wav, Kreatif,เครียด,Lisa,"[1, 51, 62, 49, 66, 17, 41, 2]","[1, 3946, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0083.wav,แล้วมันเป็นช่วงที่,แล้วมันเป็นช่วงที่,Lisa,"[1, 5103, 2]","[1, 5103, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0084.wav,ได้ออดิชัน,ได้ ออดิชั่น,Lisa,"[1, 1215, 2]","[1, 1225, 4, 3487, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0085.wav,White Lotus พอดีมันเลยกลายเป็นว่า,ไวท์โลตัสพอดีอืมมันเลยกลายเป็นว่า,Lisa,"[1, 73, 28, 66, 4, 52, 58, 66, 17, 64, 4, 2270, 2]","[1, 5592, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0086.wav,ชีวิตเล่าแบบ,ชีวิตเราแบบ,Lisa,"[1, 1041, 2]","[1, 1040, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0087.wav,ไม่รู้อะไรจะเกิดขึ้นในแค่เดือนหน้าเราก็ไม่รู้แต่คิดว่า ลุยสเปิดโอกาส,ไม่รู้ไม่รู้อะไรจะเกิดขึ้นในในในอีกแค่เดือนหน้าเราก็ไม่รู้อ่ะแต่คิดว่าลิสเบิร์ตโอกาส,Lisa,"[1, 5519, 4, 2949, 2]","[1, 5524, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0088.wav," Rock star, Shemekha.",ร็อกสตาร์ ใช่ มั้ย คะ,Lisa,"[1, 62, 13, 51, 4, 64, 66, 13, 62, 6, 4, 63, 35, 53, 44, 51, 17, 9, 2]","[1, 2884, 4, 5352, 4, 5584, 4, 507, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0089.wav, um,อืม,Lisa,"[1, 19, 53, 2]","[1, 3721, 2]"
Lisa/dataset/5QmaVImK37w/SPEAKER_06_sent_0090.wav,จริงๆจริงๆแล้วไม่ได้เป็น safe zone เลยที่หนูจะบินไป,จริงแล้วไม่ได้เป็นเซฟโซนเลยที่หนูจะบินไป,Lisa,"[1, 929, 4, 64, 40, 41, 4, 75, 58, 55, 4, 4435, 2]","[1, 902, 2]"
